"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","0","9","1","0.000000","0","0"
"/Game/enemy/meterial3.meterial3","49","0","26","1","0.000000","0","0"
"/Game/enemy/material_1.material_1","49","0","26","1","0.000000","0","0"
"/Game/enemy/material_0.material_0","49","0","26","1","0.000000","0","0"
"/Game/decorado/cosas3/phong2.phong2","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas3/lambert3.lambert3","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas3/blinn2.blinn2","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas3/phongE2.phongE2","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas3/estala.estala","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas3/Merged_SM_Sewers_Wall_Box_NANITE3_001.Merged_SM_Sewers_Wall_Box_NANITE3_001","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas3/Merged_PM3D_Cube3D2_21.Merged_PM3D_Cube3D2_21","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_01.element_01","49","0","14","1","0.000000","0","0"
"/Game/decorado/Dynamic_Material/M_Rictusempra.M_Rictusempra","49","0","26","1","0.000000","0","0"
"/Game/decorado/Dynamic_Material/M_Flipendo.M_Flipendo","49","0","14","1","0.000000","0","0"
"/Game/decorado/Dynamic_Material/M_Alohomora.M_Alohomora","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/castle_props_mat.castle_props_mat","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/prpops_02_mat.prpops_02_mat","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_11_mat.element_11_mat","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_10_mat.element_10_mat","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_09_mat.element_09_mat","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_08_mat.element_08_mat","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_07.element_07","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_06.element_06","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_05_mat.element_05_mat","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_04.element_04","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_03.element_03","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas4/element_02.element_02","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas2/Stair_side.Stair_side","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas2/Stair_bricks_small.Stair_bricks_small","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas2/Stairs.Stairs","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas2/OPM0042.OPM0042","49","0","14","1","0.000000","0","0"
"/Game/decorado/Main_Sewers.Main_Sewers","49","0","14","1","0.000000","0","0"
"/Game/decorado/madera.madera","49","0","14","1","0.000000","0","0"
"/Game/decorado/Arches_Sewers.Arches_Sewers","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas2/M_Wood_Door.M_Wood_Door","49","0","14","1","0.000000","0","0"
"/Game/decorado/cosas2/lambert2.lambert2","49","0","14","1","0.000000","0","0"
"/Game/decorado/Wall.Wall","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","44","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","49","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","0","8","2","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","49","0","20","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","49","0","35","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","49","0","124","2","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","49","0","23","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","0","60","2","0.000000","0","60"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","0","69","3","0.000000","0","23"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","70","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","50","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","0","144","6","0.000000","0","0"
